pos,date,pv
 5398,2013/10/10, 6384
 5398,2013/10/09, 6430
 5398,2013/10/08, 7267
 5398,2013/10/07, 7387
 5398,2013/10/06, 7129
 5398,2013/10/05, 7119
 5398,2013/10/04, 7097
 5398,2013/10/03, 7376
 5398,2013/10/02, 7356
 5398,2013/10/01, 7253
 5399,2013/11/05, 1
 5399,2013/10/10, 1
 5402,2013/11/06, 1
 5402,2013/10/26, 1
 5403,2013/11/30, 1795
 5403,2013/11/29, 1456
 5403,2013/11/28, 1511
 5403,2013/11/27, 1723
 5403,2013/11/26, 1574
 5403,2013/11/25, 1574
 5403,2013/11/24, 2009
 5403,2013/11/23, 2069
 5403,2013/11/22, 1622
 5403,2013/11/21, 1909
 5403,2013/11/20, 1739
 5403,2013/11/19, 1706
 5403,2013/11/18, 1777
 5403,2013/11/17, 1962
 5403,2013/11/16, 2168
 5403,2013/11/15, 2547
 5403,2013/11/14, 2081
 5403,2013/11/13, 1731
 5403,2013/11/12, 2023
 5403,2013/11/11, 1844
 5403,2013/11/10, 2128
 5403,2013/11/09, 2240
 5403,2013/11/08, 2172
 5403,2013/11/07, 2066
 5403,2013/11/06, 1811
 5403,2013/11/05, 1822
 5403,2013/11/04, 1920
 5403,2013/11/03, 2102
 5403,2013/11/02, 2057
 5403,2013/11/01, 2057
 5403,2013/10/31, 2573
 5403,2013/10/30, 2103
 5403,2013/10/29, 2020
 5403,2013/10/28, 1758
 5403,2013/10/27, 1958
 5403,2013/10/26, 1940
 5403,2013/10/25, 1749
 5403,2013/10/24, 1913
 5403,2013/10/23, 2032
 5403,2013/10/22, 2255
 5403,2013/10/21, 2231
 5403,2013/10/20, 2486
 5403,2013/10/19, 2526
 5403,2013/10/18, 2063
 5403,2013/10/17, 1880
 5403,2013/10/16, 1893
 5403,2013/10/15, 2176
 5403,2013/10/14, 2388
 5403,2013/10/13, 2843
 5403,2013/10/12, 2565
 5403,2013/10/11, 2356
 5403,2013/10/10, 2471
 5403,2013/10/09, 2152
 5403,2013/10/08, 2480
 5403,2013/10/07, 2628
 5403,2013/10/06, 2387
 5403,2013/10/05, 2459
 5403,2013/10/04, 2487
 5403,2013/10/03, 2471
 5403,2013/10/02, 2344
 5403,2013/10/01, 2728
 5404,2013/10/24, 1
 5406,2013/11/26, 1
 5406,2013/11/21, 1
 5406,2013/10/25, 1
 5406,2013/10/18, 1
 5406,2013/10/14, 1
 5406,2013/10/04, 1
 5411,2013/11/29, 1
 5411,2013/11/10, 1
 5415,2013/11/19, 1
 5415,2013/11/18, 1
 5415,2013/10/24, 1
 5415,2013/10/23, 1
 5419,2013/11/30, 28359
 5419,2013/11/29, 28575
 5419,2013/11/28, 28864
 5419,2013/11/27, 30525
 5419,2013/11/26, 28665
 5419,2013/11/25, 31208
 5419,2013/11/24, 28712
 5419,2013/11/23, 30846
 5419,2013/11/22, 31680
 5419,2013/11/21, 30427
 5419,2013/11/20, 30571
 5419,2013/11/19, 28981
 5419,2013/11/18, 30483
 5419,2013/11/17, 29435
 5419,2013/11/16, 31337
 5419,2013/11/15, 30459
 5419,2013/11/14, 31306
 5419,2013/11/13, 31149
 5419,2013/11/12, 29352
 5419,2013/11/11, 30869
 5419,2013/11/10, 29564
 5419,2013/11/09, 30535
 5419,2013/11/08, 31908
 5419,2013/11/07, 30949
 5419,2013/11/06, 32677
 5419,2013/11/05, 31684
 5419,2013/11/04, 30284
 5419,2013/11/03, 31897
 5419,2013/11/02, 32928
 5419,2013/11/01, 34076
 5419,2013/10/31, 1
 5419,2013/10/30, 1
 5419,2013/10/28, 1
 5419,2013/10/27, 2
 5419,2013/10/26, 2
 5419,2013/10/25, 1
 5419,2013/10/24, 7
 5419,2013/10/23, 60199
 5419,2013/10/22, 78359
 5419,2013/10/21, 85702
 5419,2013/10/20, 78345
 5419,2013/10/19, 79580
 5419,2013/10/18, 82010
 5419,2013/10/17, 81721
 5419,2013/10/16, 83706
 5419,2013/10/15, 82487
 5419,2013/10/14, 82442
 5419,2013/10/13, 81239
 5419,2013/10/12, 59569
 5419,2013/10/11, 53244
 5419,2013/10/10, 54286
 5419,2013/10/09, 53117
 5419,2013/10/08, 52117
 5419,2013/10/07, 53226
 5419,2013/10/06, 47570
 5419,2013/10/05, 49549
 5419,2013/10/04, 49147
 5419,2013/10/03, 49998
 5419,2013/10/02, 51437
 5419,2013/10/01, 46848
 5420,2013/11/30, 28467
 5420,2013/11/29, 29066
 5420,2013/11/28, 29965
 5420,2013/11/27, 31584
 5420,2013/11/26, 29021
 5420,2013/11/25, 31559
 5420,2013/11/24, 28739
 5420,2013/11/23, 30787
 5420,2013/11/22, 32771
 5420,2013/11/21, 30887
 5420,2013/11/20, 30762
 5420,2013/11/19, 28905
 5420,2013/11/18, 30789
 5420,2013/11/17, 29612
 5420,2013/11/16, 31315
 5420,2013/11/15, 30966
 5420,2013/11/14, 32012
 5420,2013/11/13, 32201
 5420,2013/11/12, 29883
 5420,2013/11/11, 30667
 5420,2013/11/10, 30139
 5420,2013/11/09, 30831
 5420,2013/11/08, 33065
 5420,2013/11/07, 31595
 5420,2013/11/06, 32928
 5420,2013/11/05, 32541
 5420,2013/11/04, 30489
 5420,2013/11/03, 31828
 5420,2013/11/02, 32553
 5420,2013/11/01, 34140
 5420,2013/10/31, 2
 5420,2013/10/30, 1
 5420,2013/10/28, 1
 5420,2013/10/27, 1
 5420,2013/10/26, 2
 5420,2013/10/25, 4
 5420,2013/10/24, 1
 5420,2013/10/23, 60247
 5420,2013/10/22, 79667
 5420,2013/10/21, 84632
 5420,2013/10/20, 78314
 5420,2013/10/19, 79858
 5420,2013/10/18, 82376
 5420,2013/10/17, 82625
 5420,2013/10/16, 84326
 5420,2013/10/15, 84059
 5420,2013/10/14, 82476
 5420,2013/10/13, 80489
 5420,2013/10/12, 59513
 5420,2013/10/11, 54880
 5420,2013/10/10, 54605
 5420,2013/10/09, 54072
 5420,2013/10/08, 52867
 5420,2013/10/07, 51994
 5420,2013/10/06, 47699
 5420,2013/10/05, 48896
 5420,2013/10/04, 49270
 5420,2013/10/03, 49678
 5420,2013/10/02, 50403
 5420,2013/10/01, 47007
 5426,2013/11/27, 10
 5426,2013/11/26, 4
 5426,2013/11/25, 6
 5426,2013/11/23, 1
 5426,2013/11/22, 2
 5426,2013/11/20, 6
 5426,2013/11/19, 2
 5426,2013/11/18, 5
 5426,2013/11/17, 2
 5426,2013/11/15, 1
 5426,2013/11/14, 11
 5426,2013/11/13, 6
 5426,2013/11/12, 5
 5426,2013/11/11, 3
 5426,2013/11/10, 1
 5426,2013/11/09, 1
 5426,2013/11/07, 5
 5426,2013/11/06, 6
 5426,2013/11/05, 6
 5426,2013/11/04, 3
 5426,2013/11/02, 3
 5426,2013/11/01, 5
 5426,2013/10/31, 13
 5426,2013/10/30, 5
 5426,2013/10/29, 2
 5426,2013/10/28, 2
 5426,2013/10/25, 1
 5426,2013/10/24, 1
 5426,2013/10/23, 10
 5426,2013/10/22, 4
 5426,2013/10/21, 12
 5426,2013/10/20, 1
 5426,2013/10/18, 2
 5426,2013/10/17, 5
 5426,2013/10/16, 11
 5426,2013/10/15, 4
 5426,2013/10/14, 7
 5426,2013/10/13, 1
 5426,2013/10/12, 1
 5426,2013/10/11, 10
 5426,2013/10/10, 2
 5426,2013/10/09, 6
 5426,2013/10/08, 7
 5427,2013/11/27, 1
 5427,2013/11/24, 1
 5427,2013/11/06, 1
 5427,2013/10/24, 1
 5427,2013/10/21, 1
 5427,2013/10/15, 1
 5428,2013/11/13, 1
 5429,2013/10/18, 1
 5430,2013/11/19, 1
 5433,2013/11/30, 10
 5433,2013/11/29, 20
 5433,2013/11/28, 3
 5433,2013/11/27, 2
 5433,2013/11/26, 6
 5433,2013/11/25, 7
 5433,2013/11/24, 6
 5433,2013/11/23, 5
 5433,2013/11/22, 8
 5433,2013/11/21, 2
 5433,2013/11/20, 2
 5433,2013/11/19, 5
 5433,2013/11/18, 4
 5433,2013/11/17, 4
 5433,2013/11/16, 3
 5433,2013/11/15, 5
 5433,2013/11/14, 2
 5433,2013/11/13, 4
 5433,2013/11/12, 3
 5433,2013/11/11, 3
 5433,2013/11/10, 7
 5433,2013/11/09, 5
 5433,2013/11/08, 3
 5433,2013/11/07, 11
 5433,2013/11/06, 7
 5433,2013/11/05, 1
 5433,2013/11/04, 7
 5433,2013/11/03, 4
 5433,2013/11/02, 6
 5433,2013/11/01, 6
 5433,2013/10/31, 4
 5433,2013/10/30, 7
 5433,2013/10/29, 7
 5433,2013/10/28, 3
 5433,2013/10/27, 6
 5433,2013/10/26, 7
 5433,2013/10/25, 4
 5433,2013/10/24, 8
 5433,2013/10/23, 5
 5433,2013/10/22, 5
 5433,2013/10/21, 2
 5433,2013/10/20, 2
 5433,2013/10/19, 3
 5433,2013/10/18, 10
 5433,2013/10/17, 6
 5433,2013/10/16, 3
 5433,2013/10/15, 6
 5433,2013/10/14, 2
 5433,2013/10/13, 6
 5433,2013/10/12, 2
 5433,2013/10/11, 5
 5433,2013/10/10, 6
 5433,2013/10/09, 22
 5433,2013/10/08, 4
 5433,2013/10/07, 9
 5433,2013/10/06, 6
 5433,2013/10/05, 4
 5433,2013/10/04, 4
 5433,2013/10/03, 6
 5433,2013/10/02, 12
 5433,2013/10/01, 4
 5434,2013/11/30, 5084
 5434,2013/11/29, 5040
 5434,2013/11/28, 5321
 5434,2013/11/27, 5566
 5434,2013/11/26, 5604
 5434,2013/11/25, 5473
 5434,2013/11/24, 5752
 5434,2013/11/23, 5835
 5434,2013/11/22, 5781
 5434,2013/11/21, 5685
 5434,2013/11/20, 5792
 5434,2013/11/19, 5436
 5434,2013/11/18, 5733
 5434,2013/11/17, 5626
 5434,2013/11/16, 5861
 5434,2013/11/15, 5853
 5434,2013/11/14, 5762
 5434,2013/11/13, 5848
 5434,2013/11/12, 5865
 5434,2013/11/11, 5841
 5434,2013/11/10, 5937
 5434,2013/11/09, 5738
 5434,2013/11/08, 5572
 5434,2013/11/07, 5659
 5434,2013/11/06, 6012
 5434,2013/11/05, 5743
 5434,2013/11/04, 6366
 5434,2013/11/03, 6191
 5434,2013/11/02, 6550
 5434,2013/11/01, 6396
 5434,2013/10/31, 10386
 5434,2013/10/30, 6963
 5434,2013/10/29, 6272
 5434,2013/10/28, 6103
 5434,2013/10/27, 5989
 5434,2013/10/26, 5356
 5434,2013/10/25, 6033
 5434,2013/10/24, 6601
 5434,2013/10/23, 6639
 5434,2013/10/22, 6446
 5434,2013/10/21, 7620
 5434,2013/10/20, 6403
 5434,2013/10/19, 6709
 5434,2013/10/18, 6458
 5434,2013/10/17, 6545
 5434,2013/10/16, 6508
 5434,2013/10/15, 7902
 5434,2013/10/14, 7355
 5434,2013/10/13, 7824
 5434,2013/10/12, 7888
 5434,2013/10/11, 7304
 5434,2013/10/10, 7652
 5434,2013/10/09, 7321
 5434,2013/10/08, 8591
 5434,2013/10/07, 7470
 5434,2013/10/06, 7819
 5434,2013/10/05, 6888
 5434,2013/10/04, 7385
 5434,2013/10/03, 6912
 5434,2013/10/02, 7557
 5434,2013/10/01, 6844
 5436,2013/11/13, 2
 5438,2013/11/30, 1
 5438,2013/10/28, 1
 5439,2013/11/30, 495063
 5439,2013/11/29, 427761
 5439,2013/11/28, 406038
 5439,2013/11/27, 443009
 5439,2013/11/26, 422620
 5439,2013/11/25, 423379
 5439,2013/11/24, 504741
 5439,2013/11/23, 512014
 5439,2013/11/22, 442275
 5439,2013/11/21, 433975
 5439,2013/11/20, 428522
 5439,2013/11/19, 426865
 5439,2013/11/18, 424115
 5439,2013/11/17, 514358
 5439,2013/11/16, 520042
 5439,2013/11/15, 448723
 5439,2013/11/14, 431417
 5439,2013/11/13, 423472
 5439,2013/11/12, 426500
 5439,2013/11/11, 376053
 5439,2013/11/10, 500732
 5439,2013/11/09, 509210
 5439,2013/11/08, 440380
 5439,2013/11/07, 436223
 5439,2013/11/06, 442646
 5439,2013/11/05, 442980
 5439,2013/11/04, 445670
 5439,2013/11/03, 537612
 5439,2013/11/02, 544883
 5439,2013/11/01, 465982
 5439,2013/10/31, 551900
 5439,2013/10/30, 439757
 5439,2013/10/29, 438518
 5439,2013/10/28, 436469
 5439,2013/10/27, 520191
 5439,2013/10/26, 524221
 5439,2013/10/25, 463667
 5439,2013/10/24, 446862
 5439,2013/10/23, 459662
 5439,2013/10/22, 454797
 5439,2013/10/21, 450935
 5439,2013/10/20, 544622
 5439,2013/10/19, 549893
 5439,2013/10/18, 463902
 5439,2013/10/17, 447009
 5439,2013/10/16, 444352
 5439,2013/10/15, 454137
 5439,2013/10/14, 444830
 5439,2013/10/13, 564731
 5439,2013/10/12, 524271
 5439,2013/10/11, 477320
 5439,2013/10/10, 471499
 5439,2013/10/09, 475262
 5439,2013/10/08, 488792
 5439,2013/10/07, 551561
 5439,2013/10/06, 578944
 5439,2013/10/05, 555442
 5439,2013/10/04, 536127
 5439,2013/10/03, 534663
 5439,2013/10/02, 532442
 5439,2013/10/01, 557556
 5440,2013/11/29, 1
 5440,2013/11/07, 1
 5440,2013/10/28, 1
 5440,2013/10/23, 2
 5440,2013/10/03, 1
 5446,2013/11/30, 6
 5446,2013/11/29, 69
 5446,2013/11/28, 62
 5446,2013/11/27, 65
 5446,2013/11/26, 63
 5446,2013/11/25, 113
 5446,2013/11/24, 126
 5446,2013/11/23, 4
 5446,2013/11/22, 7
 5446,2013/11/21, 2
 5446,2013/11/20, 5
 5446,2013/11/19, 5
 5446,2013/11/18, 12
 5446,2013/11/17, 10
 5446,2013/11/16, 4
 5446,2013/11/15, 8
 5446,2013/11/14, 9
 5446,2013/11/13, 21
 5446,2013/11/12, 6
 5446,2013/11/11, 9
 5446,2013/11/10, 14
 5446,2013/11/09, 8
 5446,2013/11/08, 16
 5446,2013/11/07, 7
 5446,2013/11/06, 11
 5446,2013/11/05, 9
 5446,2013/11/04, 1411
 5446,2013/11/03, 2152
 5446,2013/11/02, 7
 5446,2013/11/01, 7
 5446,2013/10/31, 8
 5446,2013/10/30, 7
 5446,2013/10/29, 7
 5446,2013/10/28, 3
 5446,2013/10/27, 5
 5446,2013/10/26, 8
 5446,2013/10/25, 9
 5446,2013/10/24, 5
 5446,2013/10/23, 10
 5446,2013/10/22, 7
 5446,2013/10/21, 12
 5446,2013/10/20, 5
 5446,2013/10/19, 10
 5446,2013/10/18, 11
 5446,2013/10/17, 7
 5446,2013/10/16, 9
 5446,2013/10/15, 3
 5446,2013/10/14, 10
 5446,2013/10/13, 6
 5446,2013/10/12, 9
 5446,2013/10/11, 4
 5446,2013/10/10, 12
 5446,2013/10/09, 12
 5446,2013/10/08, 7
 5446,2013/10/07, 10
 5446,2013/10/06, 10
 5446,2013/10/05, 5
 5446,2013/10/04, 7
 5446,2013/10/03, 8
 5446,2013/10/02, 11
 5446,2013/10/01, 12
 5455,2013/10/02, 4
 5459,2013/11/30, 787
 5459,2013/11/29, 682
 5459,2013/11/28, 706
 5459,2013/11/27, 774
 5459,2013/11/26, 830
 5459,2013/11/25, 819
 5459,2013/11/24, 257
 5459,2013/11/23, 847
 5459,2013/11/22, 833
 5459,2013/11/21, 800
 5459,2013/11/20, 593
 5459,2013/11/19, 919
 5459,2013/11/18, 13460
 5459,2013/11/17, 49401
 5459,2013/11/16, 29970
 5459,2013/11/15, 27438
 5459,2013/11/14, 22895
 5459,2013/11/13, 22184
 5459,2013/11/12, 22351
 5459,2013/11/11, 17418
 5459,2013/11/10, 12376
 5459,2013/11/09, 10518
 5459,2013/11/08, 9000
 5459,2013/11/07, 8535
 5459,2013/11/06, 8684
 5459,2013/11/05, 14204
 5459,2013/11/04, 15795
 5459,2013/11/03, 1710492
 5459,2013/11/02, 13428
 5459,2013/11/01, 14660
 5459,2013/10/31, 17161
 5459,2013/10/30, 16054
 5459,2013/10/29, 15977
 5459,2013/10/28, 18392
 5459,2013/10/27, 17197
 5459,2013/10/26, 16614
 5459,2013/10/25, 17925
 5459,2013/10/24, 17242
 5459,2013/10/23, 18326
 5459,2013/10/22, 16003
 5459,2013/10/21, 16613
 5459,2013/10/20, 15973
 5459,2013/10/19, 19823
 5459,2013/10/18, 14344
 5459,2013/10/17, 16324
 5459,2013/10/16, 3611
 5459,2013/10/15, 3912
 5459,2013/10/14, 4898
 5459,2013/10/13, 3985
 5459,2013/10/12, 2844
 5459,2013/10/11, 1940
 5459,2013/10/10, 4242
 5459,2013/10/09, 1838
 5459,2013/10/08, 4459
 5459,2013/10/07, 2909
 5459,2013/10/06, 5955
 5459,2013/10/05, 4797
 5459,2013/10/04, 3541
 5459,2013/10/03, 3503
 5459,2013/10/02, 5307
 5459,2013/10/01, 5001
 5467,2013/11/27, 6257
 5467,2013/11/26, 7488
 5467,2013/11/25, 6495
 5467,2013/11/23, 1
 5467,2013/11/22, 24
 5467,2013/11/20, 6617
 5467,2013/11/19, 80
 5467,2013/11/18, 3
 5467,2013/11/15, 6
 5467,2013/11/14, 1
 5475,2013/10/14, 1
 5477,2013/11/28, 1
 5477,2013/11/23, 1
 5477,2013/10/26, 1
 5478,2013/11/29, 8
 5478,2013/11/28, 8
 5478,2013/11/27, 13
 5478,2013/11/26, 8
 5478,2013/11/25, 16
 5478,2013/11/24, 16
 5478,2013/11/15, 1
 5478,2013/10/28, 1
 5478,2013/10/26, 1
 5478,2013/10/08, 1
 5480,2013/11/28, 1
 5484,2013/10/31, 1
 5484,2013/10/11, 1
 5486,2013/11/30, 109235
 5486,2013/11/29, 91958
 5486,2013/11/28, 83193
 5486,2013/11/27, 80807
 5486,2013/11/26, 94542
 5486,2013/11/25, 117370
 5486,2013/11/24, 130024
 5486,2013/11/23, 131067
 5486,2013/11/22, 66695
 5486,2013/11/21, 44089
 5486,2013/11/20, 118884
 5486,2013/11/19, 117861
 5486,2013/11/18, 93199
 5486,2013/11/17, 118488
 5486,2013/11/16, 209034
 5486,2013/11/15, 191242
 5486,2013/11/14, 176039
 5486,2013/11/13, 140354
 5486,2013/11/12, 95580
 5486,2013/11/11, 74494
 5486,2013/11/10, 217400
 5486,2013/11/09, 236306
 5486,2013/11/08, 94603
 5486,2013/11/07, 120586
 5486,2013/11/06, 129674
 5486,2013/11/05, 130579
 5486,2013/11/04, 147898
 5486,2013/11/03, 90453
 5486,2013/11/02, 126028
 5486,2013/11/01, 104189
 5486,2013/10/31, 163543
 5486,2013/10/30, 132707
 5486,2013/10/29, 117506
 5486,2013/10/28, 136142
 5486,2013/10/27, 138911
 5486,2013/10/26, 126765
 5486,2013/10/25, 134685
 5486,2013/10/24, 130778
 5486,2013/10/23, 106572
 5486,2013/10/22, 101407
 5486,2013/10/21, 237079
 5486,2013/10/20, 138302
 5486,2013/10/19, 254177
 5486,2013/10/18, 250491
 5486,2013/10/17, 261569
 5486,2013/10/16, 268343
 5486,2013/10/15, 246896
 5486,2013/10/14, 259215
 5486,2013/10/13, 240416
 5486,2013/10/12, 220139
 5486,2013/10/11, 228318
 5486,2013/10/10, 250560
 5486,2013/10/09, 249519
 5486,2013/10/08, 248820
 5486,2013/10/07, 252799
 5486,2013/10/06, 254171
 5486,2013/10/05, 252724
 5486,2013/10/04, 251394
 5486,2013/10/03, 249298
 5486,2013/10/02, 247430
 5486,2013/10/01, 250438
 5487,2013/11/30, 47623
 5487,2013/11/29, 36177
 5487,2013/11/28, 34336
 5487,2013/11/27, 41089
 5487,2013/11/26, 43648
 5487,2013/11/25, 45910
 5487,2013/11/24, 44874
 5487,2013/11/23, 45384
 5487,2013/11/22, 29589
 5487,2013/11/21, 19548
 5487,2013/11/20, 42825
 5487,2013/11/19, 37747
 5487,2013/11/18, 36391
 5487,2013/11/17, 43356
 5487,2013/11/16, 80042
 5487,2013/11/15, 60699
 5487,2013/11/14, 66755
 5487,2013/11/13, 55155
 5487,2013/11/12, 40574
 5487,2013/11/11, 37129
 5487,2013/11/10, 86176
 5487,2013/11/09, 89488
 5487,2013/11/08, 43477
 5487,2013/11/07, 50958
 5487,2013/11/06, 54924
 5487,2013/11/05, 54433
 5487,2013/11/04, 58971
 5487,2013/11/03, 30755
 5487,2013/11/02, 43708
 5487,2013/11/01, 42868
 5487,2013/10/31, 53762
 5487,2013/10/30, 47433
 5487,2013/10/29, 43128
 5487,2013/10/28, 49201
 5487,2013/10/27, 49793
 5487,2013/10/26, 44188
 5487,2013/10/25, 47622
 5487,2013/10/24, 46834
 5487,2013/10/23, 27453
 5487,2013/10/22, 23897
 5487,2013/10/21, 49057
 5487,2013/10/20, 25458
 5487,2013/10/19, 49036
 5487,2013/10/18, 49385
 5487,2013/10/17, 48746
 5487,2013/10/16, 49955
 5487,2013/10/15, 52362
 5487,2013/10/14, 53470
 5487,2013/10/13, 50120
 5487,2013/10/12, 49241
 5487,2013/10/11, 45055
 5487,2013/10/10, 47448
 5487,2013/10/09, 46035
 5487,2013/10/08, 50057
 5487,2013/10/07, 49600
 5487,2013/10/06, 48464
 5487,2013/10/05, 48907
 5487,2013/10/04, 48418
 5487,2013/10/03, 47833
 5487,2013/10/02, 46536
 5487,2013/10/01, 47851
 5488,2013/11/30, 192557
 5488,2013/11/29, 189245
 5488,2013/11/28, 179331
 5488,2013/11/27, 189514
 5488,2013/11/26, 190895
 5488,2013/11/25, 192926
 5488,2013/11/24, 194202
 5488,2013/11/23, 197817
 5488,2013/11/22, 111211
 5488,2013/11/21, 69248
 5488,2013/11/20, 191647
 5488,2013/11/19, 196428
 5488,2013/11/18, 122042
 5488,2013/11/17, 156234
 5488,2013/11/16, 290517
 5488,2013/11/15, 308573
 5488,2013/11/14, 304416
 5488,2013/11/13, 219707
 5488,2013/11/12, 154184
 5488,2013/11/11, 141514
 5488,2013/11/10, 371642
 5488,2013/11/09, 391514
 5488,2013/11/08, 195046
 5488,2013/11/07, 218704
 5488,2013/11/06, 245968
 5488,2013/11/05, 247938
 5488,2013/11/04, 277377
 5488,2013/11/03, 221470
 5488,2013/11/02, 203245
 5488,2013/11/01, 202924
 5488,2013/10/31, 248258
 5488,2013/10/30, 208908
 5488,2013/10/29, 178779
 5488,2013/10/28, 196678
 5488,2013/10/27, 208405
 5488,2013/10/26, 189913
 5488,2013/10/25, 197197
 5488,2013/10/24, 200513
 5488,2013/10/23, 178429
 5488,2013/10/22, 191405
 5488,2013/10/21, 206586
 5488,2013/10/20, 112431
 5488,2013/10/19, 193925
 5488,2013/10/18, 196545
 5488,2013/10/17, 208852
 5488,2013/10/16, 209803
 5488,2013/10/15, 212861
 5488,2013/10/14, 211545
 5488,2013/10/13, 207732
 5488,2013/10/12, 210322
 5488,2013/10/11, 210984
 5488,2013/10/10, 210202
 5488,2013/10/09, 206103
 5488,2013/10/08, 203663
 5488,2013/10/07, 203743
 5488,2013/10/06, 205829
 5488,2013/10/05, 203701
 5488,2013/10/04, 203123
 5488,2013/10/03, 202633
 5488,2013/10/02, 203396
 5488,2013/10/01, 196169
 5489,2013/11/30, 356
 5489,2013/11/29, 349
 5489,2013/11/28, 521
 5489,2013/11/27, 512
 5489,2013/11/26, 477
 5489,2013/11/25, 490
 5489,2013/11/24, 506
 5489,2013/11/23, 531
 5489,2013/11/22, 416
 5489,2013/11/21, 558
 5489,2013/11/20, 637
 5489,2013/11/19, 400
 5489,2013/11/18, 486
 5489,2013/11/17, 426
 5489,2013/11/16, 288
 5489,2013/11/15, 1566
 5489,2013/11/14, 1445
 5489,2013/11/13, 1356
 5489,2013/11/12, 1517
 5489,2013/11/11, 1386
 5489,2013/11/10, 1376
 5489,2013/11/09, 1486
 5489,2013/11/08, 1827
 5489,2013/11/07, 654
 5489,2013/11/06, 1892
 5489,2013/11/05, 1702
 5489,2013/11/04, 1681
 5489,2013/11/03, 1608
 5489,2013/11/02, 1630
 5489,2013/11/01, 3391
 5489,2013/10/31, 3727
 5489,2013/10/30, 3443
 5489,2013/10/29, 3227
 5489,2013/10/28, 3484
 5489,2013/10/27, 3504
 5489,2013/10/26, 3608
 5489,2013/10/25, 3580
 5489,2013/10/24, 3464
 5489,2013/10/23, 3576
 5489,2013/10/22, 3457
 5489,2013/10/21, 3505
 5489,2013/10/20, 3559
 5489,2013/10/19, 3813
 5489,2013/10/18, 3444
 5489,2013/10/17, 3858
 5489,2013/10/16, 3757
 5489,2013/10/15, 3846
 5489,2013/10/14, 3861
 5489,2013/10/13, 4121
 5489,2013/10/12, 4700
 5489,2013/10/11, 4285
 5489,2013/10/10, 3946
 5489,2013/10/09, 4067
 5489,2013/10/08, 4349
 5489,2013/10/07, 3356
 5489,2013/10/06, 2789
 5489,2013/10/05, 2855
 5489,2013/10/04, 2674
 5489,2013/10/03, 2491
 5489,2013/10/02, 2757
 5489,2013/10/01, 3279
 5490,2013/11/29, 1
 5490,2013/11/16, 1
 5490,2013/11/10, 2
 5490,2013/11/09, 1
 5490,2013/11/08, 2
 5490,2013/10/26, 1
 5490,2013/10/20, 2
 5490,2013/10/10, 1
 5490,2013/10/09, 3
 5490,2013/10/07, 1
 5490,2013/10/04, 2
 5493,2013/11/30, 45
 5493,2013/11/29, 53
 5493,2013/11/28, 62
 5493,2013/11/27, 48
 5493,2013/11/26, 57
 5493,2013/11/25, 56
 5493,2013/11/24, 42
 5493,2013/11/23, 42
 5493,2013/11/22, 52
 5493,2013/11/21, 75
 5493,2013/11/20, 74
 5493,2013/11/19, 80
 5493,2013/11/18, 52
 5493,2013/11/17, 39
 5493,2013/11/16, 61
 5493,2013/11/15, 58
 5493,2013/11/14, 69
 5493,2013/11/13, 74
 5493,2013/11/12, 75
 5493,2013/11/11, 72
 5493,2013/11/10, 42
 5493,2013/11/09, 58
 5493,2013/11/08, 69
 5493,2013/11/07, 62
 5493,2013/11/06, 83
 5493,2013/11/05, 97
 5493,2013/11/04, 442
 5493,2013/11/03, 1458
 5493,2013/11/02, 47
 5493,2013/11/01, 56
 5493,2013/10/31, 67
 5493,2013/10/30, 34
 5493,2013/10/24, 89
 5493,2013/10/23, 51
 5493,2013/10/22, 69
 5493,2013/10/21, 86
 5493,2013/10/20, 38
 5493,2013/10/19, 54
 5493,2013/10/18, 61
 5493,2013/10/17, 72
 5493,2013/10/16, 71
 5493,2013/10/15, 79
 5493,2013/10/14, 90
 5493,2013/10/13, 21
 5493,2013/10/12, 62
 5493,2013/10/11, 67
 5493,2013/10/10, 35
 5493,2013/10/09, 76
 5493,2013/10/08, 86
 5493,2013/10/07, 53
 5493,2013/10/06, 27
 5493,2013/10/05, 37
 5493,2013/10/04, 39
 5493,2013/10/03, 19
 5493,2013/10/02, 16
 5493,2013/10/01, 13
 5494,2013/11/30, 87785
 5494,2013/11/29, 112692
 5494,2013/11/28, 115351
 5494,2013/11/27, 129959
 5494,2013/11/26, 130402
 5494,2013/11/25, 130380
 5494,2013/11/24, 94667
 5494,2013/11/23, 98742
 5494,2013/11/22, 122948
 5494,2013/11/21, 134115
 5494,2013/11/20, 134644
 5494,2013/11/19, 131189
 5494,2013/11/18, 133093
 5494,2013/11/17, 93341
 5494,2013/11/16, 95106
 5494,2013/11/15, 119726
 5494,2013/11/14, 132987
 5494,2013/11/13, 134821
 5494,2013/11/12, 136185
 5494,2013/11/11, 121092
 5494,2013/11/10, 93566
 5494,2013/11/09, 97923
 5494,2013/11/08, 123647
 5494,2013/11/07, 135544
 5494,2013/11/06, 136835
 5494,2013/11/05, 136882
 5494,2013/11/04, 136292
 5494,2013/11/03, 96993
 5494,2013/11/02, 99710
 5494,2013/11/01, 125683
 5494,2013/10/31, 164352
 5494,2013/10/30, 135553
 5494,2013/10/29, 135450
 5494,2013/10/28, 134749
 5494,2013/10/27, 95177
 5494,2013/10/26, 96089
 5494,2013/10/25, 122626
 5494,2013/10/24, 133654
 5494,2013/10/23, 138755
 5494,2013/10/22, 136917
 5494,2013/10/21, 133058
 5494,2013/10/20, 94708
