pos,date,pv
 1024,2013/11/30, 20
 1024,2013/11/29, 47
 1024,2013/11/28, 32
 1024,2013/11/27, 82
 1024,2013/11/26, 3679
 1024,2013/11/25, 4561247
 1024,2013/11/24, 2663
 1024,2013/11/23, 104
 1024,2013/11/22, 453
 1024,2013/11/21, 4416439
 1024,2013/11/20, 4413531
 1024,2013/11/19, 2460
 1024,2013/11/18, 11
 1024,2013/11/17, 5
 1024,2013/11/16, 7
 1024,2013/11/15, 10
 1024,2013/11/14, 8
 1024,2013/11/13, 16
 1024,2013/11/12, 18
 1024,2013/11/11, 41
 1024,2013/11/10, 44
 1024,2013/11/09, 294
 1024,2013/11/08, 4086178
 1024,2013/11/07, 2601
 1024,2013/11/06, 2
 1024,2013/11/05, 1
 1024,2013/11/04, 1
 1024,2013/11/03, 4
 1024,2013/11/01, 1
 1024,2013/10/31, 2
 1024,2013/10/30, 6
 1024,2013/10/29, 4
 1024,2013/10/28, 1
 1024,2013/10/27, 2
 1024,2013/10/26, 1
 1024,2013/10/25, 1
 1024,2013/10/24, 2
 1024,2013/10/23, 2
 1024,2013/10/22, 2
 1024,2013/10/21, 1
 1024,2013/10/20, 1
 1024,2013/10/19, 2
 1024,2013/10/18, 3
 1024,2013/10/17, 2
 1024,2013/10/16, 2
 1024,2013/10/15, 6
 1024,2013/10/14, 2
 1024,2013/10/13, 2
 1024,2013/10/12, 2
 1024,2013/10/11, 1
 1024,2013/10/10, 3
 1024,2013/10/08, 4
 1024,2013/10/07, 5
 1024,2013/10/06, 2
 1024,2013/10/03, 1
 1024,2013/10/02, 5
 1024,2013/10/01, 2
 1025,2013/11/30, 2
 1025,2013/11/29, 11
 1025,2013/11/28, 4
 1025,2013/11/27, 1
 1025,2013/11/26, 6
 1025,2013/11/25, 2
 1025,2013/11/24, 10
 1025,2013/11/23, 2
 1025,2013/11/22, 8
 1025,2013/11/21, 2
 1025,2013/11/19, 5
 1025,2013/11/18, 9
 1025,2013/11/17, 4
 1025,2013/11/16, 3
 1025,2013/11/15, 3
 1025,2013/11/14, 15
 1025,2013/11/13, 14
 1025,2013/11/12, 7
 1025,2013/11/11, 4
 1025,2013/11/10, 2
 1025,2013/11/09, 15
 1025,2013/11/08, 1
 1025,2013/11/05, 11
 1025,2013/11/04, 2
 1025,2013/11/03, 18
 1025,2013/11/02, 6
 1025,2013/11/01, 18
 1025,2013/10/31, 8
 1025,2013/10/30, 11
 1025,2013/10/29, 4
 1025,2013/10/28, 2
 1025,2013/10/26, 8
 1025,2013/10/25, 4
 1025,2013/10/24, 2
 1025,2013/10/22, 9
 1025,2013/10/21, 4
 1025,2013/10/19, 2
 1025,2013/10/17, 5
 1025,2013/10/14, 3
 1025,2013/10/13, 6
 1025,2013/10/12, 2
 1025,2013/10/11, 2
 1025,2013/10/10, 3
 1025,2013/10/09, 2
 1025,2013/10/08, 4
 1025,2013/10/07, 3
 1025,2013/10/06, 6
 1025,2013/10/05, 12
 1025,2013/10/03, 2
 1025,2013/10/02, 2
 1025,2013/10/01, 7
 1026,2013/11/30, 10
 1026,2013/11/29, 5
 1026,2013/11/28, 7
 1026,2013/11/27, 5
 1026,2013/11/26, 10
 1026,2013/11/25, 8
 1026,2013/11/24, 8
 1026,2013/11/23, 10
 1026,2013/11/22, 11
 1026,2013/11/21, 7
 1026,2013/11/20, 12
 1026,2013/11/19, 5
 1026,2013/11/18, 12
 1026,2013/11/17, 8
 1026,2013/11/16, 17
 1026,2013/11/15, 10
 1026,2013/11/14, 11
 1026,2013/11/13, 15
 1026,2013/11/12, 9
 1026,2013/11/11, 11
 1026,2013/11/10, 8
 1026,2013/11/09, 13
 1026,2013/11/08, 20
 1026,2013/11/07, 5
 1026,2013/11/06, 9
 1026,2013/11/05, 11
 1026,2013/11/04, 13
 1026,2013/11/03, 8
 1026,2013/11/02, 12
 1026,2013/11/01, 9
 1026,2013/10/31, 15
 1026,2013/10/30, 13
 1026,2013/10/29, 14
 1026,2013/10/28, 7
 1026,2013/10/27, 6
 1026,2013/10/26, 9
 1026,2013/10/25, 11
 1026,2013/10/24, 11
 1026,2013/10/23, 19
 1026,2013/10/22, 7
 1026,2013/10/21, 17
 1026,2013/10/20, 18
 1026,2013/10/19, 3
 1026,2013/10/18, 11
 1026,2013/10/17, 15
 1026,2013/10/16, 12
 1026,2013/10/15, 14
 1026,2013/10/14, 15
 1026,2013/10/13, 3
 1026,2013/10/12, 13
 1026,2013/10/11, 9
 1026,2013/10/10, 6
 1026,2013/10/09, 4
 1026,2013/10/08, 12
 1026,2013/10/07, 10
 1026,2013/10/06, 9
 1026,2013/10/05, 6
 1026,2013/10/04, 3
 1026,2013/10/03, 5
 1026,2013/10/02, 11
 1026,2013/10/01, 9
 1028,2013/11/30, 5
 1028,2013/11/29, 3
 1028,2013/11/28, 4
 1028,2013/11/27, 8
 1028,2013/11/26, 7
 1028,2013/11/25, 3
 1028,2013/11/24, 4
 1028,2013/11/23, 2
 1028,2013/11/22, 4
 1028,2013/11/21, 1
 1028,2013/11/20, 9
 1028,2013/11/19, 5
 1028,2013/11/18, 1
 1028,2013/11/17, 3
 1028,2013/11/16, 2
 1028,2013/11/15, 3
 1028,2013/11/14, 6
 1028,2013/11/13, 3
 1028,2013/11/12, 3
 1028,2013/11/11, 2
 1028,2013/11/10, 3
 1028,2013/11/09, 5
 1028,2013/11/08, 3
 1028,2013/11/07, 5
 1028,2013/11/06, 2
 1028,2013/11/05, 4
 1028,2013/11/04, 2
 1028,2013/11/03, 1
 1028,2013/11/02, 1
 1028,2013/11/01, 2
 1028,2013/10/31, 3
 1028,2013/10/30, 5
 1028,2013/10/29, 5
 1028,2013/10/28, 5
 1028,2013/10/27, 3
 1028,2013/10/26, 3
 1028,2013/10/25, 5
 1028,2013/10/24, 5
 1028,2013/10/23, 5
 1028,2013/10/22, 2
 1028,2013/10/21, 5
 1028,2013/10/20, 4
 1028,2013/10/19, 11
 1028,2013/10/18, 6
 1028,2013/10/17, 5
 1028,2013/10/16, 4
 1028,2013/10/15, 4
 1028,2013/10/14, 7
 1028,2013/10/13, 4
 1028,2013/10/12, 3
 1028,2013/10/11, 4
 1028,2013/10/10, 4
 1028,2013/10/09, 5
 1028,2013/10/08, 5
 1028,2013/10/07, 5
 1028,2013/10/06, 4
 1028,2013/10/05, 4
 1028,2013/10/04, 6
 1028,2013/10/03, 4
 1028,2013/10/02, 5
 1028,2013/10/01, 3
 1034,2013/11/15, 1
 1034,2013/11/06, 2
 1034,2013/10/11, 1
 1035,2013/11/30, 4
 1035,2013/11/29, 24
 1035,2013/11/28, 17
 1035,2013/11/27, 15
 1035,2013/11/26, 14
 1035,2013/11/25, 29
 1035,2013/11/24, 7
 1035,2013/11/23, 9
 1035,2013/11/22, 33
 1035,2013/11/21, 15
 1035,2013/11/20, 23
 1035,2013/11/19, 17
 1035,2013/11/18, 14
 1035,2013/11/17, 10
 1035,2013/11/16, 15
 1035,2013/11/15, 3
 1035,2013/11/14, 11
 1035,2013/11/13, 25
 1035,2013/11/12, 15
 1035,2013/11/11, 13
 1035,2013/11/10, 11
 1035,2013/11/09, 13
 1035,2013/11/08, 22
 1035,2013/11/07, 49
 1035,2013/11/06, 47
 1035,2013/11/05, 36
 1035,2013/11/04, 52
 1035,2013/11/03, 27
 1035,2013/11/02, 45
 1035,2013/11/01, 59
 1035,2013/10/31, 62
 1035,2013/10/30, 81
 1035,2013/10/29, 89
 1035,2013/10/28, 23774
 1035,2013/10/27, 197750
 1035,2013/10/26, 170109
 1035,2013/10/25, 71774
 1035,2013/10/24, 418180
 1035,2013/10/23, 485232
 1035,2013/10/22, 27350
 1035,2013/10/21, 195386
 1035,2013/10/20, 234967
 1035,2013/10/19, 362050
 1035,2013/10/18, 56
 1035,2013/10/17, 111
 1035,2013/10/16, 31690
 1035,2013/10/15, 173382
 1035,2013/10/14, 25266
 1035,2013/10/13, 178426
 1035,2013/10/12, 86
 1035,2013/10/11, 26059
 1035,2013/10/10, 151575
 1035,2013/10/09, 50
 1035,2013/10/08, 63
 1035,2013/10/07, 56
 1035,2013/10/06, 81
 1035,2013/10/05, 24915
 1035,2013/10/04, 159299
 1035,2013/10/03, 74
 1035,2013/10/02, 93
 1035,2013/10/01, 33060
 1037,2013/11/30, 5
 1037,2013/11/29, 11
 1037,2013/11/28, 6
 1037,2013/11/27, 7
 1037,2013/11/26, 11
 1037,2013/11/25, 9
 1037,2013/11/24, 8
 1037,2013/11/23, 4
 1037,2013/11/22, 11
 1037,2013/11/21, 3
 1037,2013/11/20, 5
 1037,2013/11/19, 20
 1037,2013/11/18, 11
 1037,2013/11/17, 9
 1037,2013/11/16, 12
 1037,2013/11/15, 5
 1037,2013/11/14, 20
 1037,2013/11/13, 16
 1037,2013/11/12, 18
 1037,2013/11/11, 20
 1037,2013/11/10, 15
 1037,2013/11/09, 15
 1037,2013/11/08, 33
 1037,2013/11/07, 46
 1037,2013/11/06, 65
 1037,2013/11/05, 33
 1037,2013/11/04, 52
 1037,2013/11/03, 24
 1037,2013/11/02, 37
 1037,2013/11/01, 62
 1037,2013/10/31, 75
 1037,2013/10/30, 60
 1037,2013/10/29, 90
 1037,2013/10/28, 150
 1037,2013/10/27, 189
 1037,2013/10/26, 107502
 1037,2013/10/25, 700021
 1037,2013/10/24, 117106
 1037,2013/10/23, 663091
 1037,2013/10/22, 112
 1037,2013/10/21, 159
 1037,2013/10/20, 89
 1037,2013/10/19, 170
 1037,2013/10/18, 111070
 1037,2013/10/17, 806379
 1037,2013/10/16, 732079
 1037,2013/10/15, 12
 1037,2013/10/14, 5
 1037,2013/10/13, 4
 1037,2013/10/12, 4
 1037,2013/10/11, 3
 1037,2013/10/10, 6
 1037,2013/10/09, 4
 1037,2013/10/08, 5
 1037,2013/10/06, 4
 1037,2013/10/05, 3
 1037,2013/10/04, 6
 1037,2013/10/03, 14
 1037,2013/10/02, 1
 1037,2013/10/01, 4
 1039,2013/11/29, 1
 1047,2013/11/30, 110494
 1047,2013/11/29, 79038
 1047,2013/11/28, 78664
 1047,2013/11/27, 1501282
 1047,2013/11/26, 1447062
 1047,2013/11/25, 1493180
 1047,2013/11/24, 1476773
 1047,2013/11/23, 1819464
 1047,2013/11/22, 1180357
 1047,2013/11/21, 2489949
 1047,2013/11/20, 6764858
 1047,2013/11/19, 3103114
 1047,2013/11/18, 2178889
 1047,2013/11/17, 1387781
 1047,2013/11/16, 1140721
 1047,2013/11/15, 653138
 1047,2013/11/14, 599071
 1047,2013/11/13, 580214
 1047,2013/11/12, 758745
 1047,2013/11/11, 682954
 1047,2013/11/10, 778651
 1047,2013/11/09, 550374
 1047,2013/11/08, 702027
 1047,2013/11/07, 2616538
 1047,2013/11/06, 2281808
 1047,2013/11/05, 2416305
 1047,2013/11/04, 1217302
 1047,2013/11/03, 1012191
 1047,2013/11/02, 1960051
 1047,2013/11/01, 990067
 1047,2013/10/31, 1440745
 1047,2013/10/30, 1756022
 1047,2013/10/29, 1673880
 1047,2013/10/28, 1423676
 1047,2013/10/27, 1275124
 1047,2013/10/26, 1390292
 1047,2013/10/25, 2062563
 1047,2013/10/24, 4293872
 1047,2013/10/23, 2845904
 1047,2013/10/22, 1189406
 1047,2013/10/21, 2262907
 1047,2013/10/20, 1207328
 1047,2013/10/19, 1314779
 1047,2013/10/18, 788409
 1047,2013/10/17, 1106502
 1047,2013/10/16, 1676672
 1047,2013/10/15, 1021629
 1047,2013/10/14, 280034
 1047,2013/10/13, 336372
 1047,2013/10/12, 894630
 1047,2013/10/11, 753834
 1047,2013/10/10, 530628
 1047,2013/10/09, 191978
 1047,2013/10/08, 658919
 1047,2013/10/07, 220105
 1047,2013/10/06, 110936
 1047,2013/10/05, 136238
 1047,2013/10/04, 111148
 1047,2013/10/03, 176558
 1047,2013/10/02, 170215
 1047,2013/10/01, 148072
 1048,2013/11/30, 542
 1048,2013/11/29, 648
 1048,2013/11/28, 678
 1048,2013/11/27, 803
 1048,2013/11/26, 842
 1048,2013/11/25, 788
 1048,2013/11/24, 760
 1048,2013/11/23, 730
 1048,2013/11/22, 794
 1048,2013/11/21, 791
 1048,2013/11/20, 2259
 1048,2013/11/19, 2805
 1048,2013/11/18, 2944
 1048,2013/11/17, 2489
 1048,2013/11/16, 2051
 1048,2013/11/15, 2414
 1048,2013/11/14, 2778
 1048,2013/11/13, 2804
 1048,2013/11/12, 2860
 1048,2013/11/11, 2642
 1048,2013/11/10, 2467
 1048,2013/11/09, 2339
 1048,2013/11/08, 2963
 1048,2013/11/07, 3301
 1048,2013/11/06, 3105
 1048,2013/11/05, 3133
 1048,2013/11/04, 2890
 1048,2013/11/03, 2221
 1048,2013/11/02, 2231
 1048,2013/11/01, 2641
 1048,2013/10/31, 4256
 1048,2013/10/30, 3141
 1048,2013/10/29, 2942
 1048,2013/10/28, 3086
 1048,2013/10/27, 2405
 1048,2013/10/26, 2088
 1048,2013/10/25, 2610
 1048,2013/10/24, 3207
 1048,2013/10/23, 3255
 1048,2013/10/22, 3389
 1048,2013/10/21, 3216
 1048,2013/10/20, 2721
 1048,2013/10/19, 2662
 1048,2013/10/18, 2979
 1048,2013/10/17, 3281
 1048,2013/10/16, 3326
 1048,2013/10/15, 3666
 1048,2013/10/14, 3845
 1048,2013/10/13, 2873
 1048,2013/10/12, 3351
 1048,2013/10/11, 3398
 1048,2013/10/10, 3581
 1048,2013/10/09, 3452
 1048,2013/10/08, 3492
 1048,2013/10/07, 3115
 1048,2013/10/06, 2676
 1048,2013/10/05, 2613
 1048,2013/10/04, 2358
 1048,2013/10/03, 2297
 1048,2013/10/02, 2239
 1048,2013/10/01, 1927
 1049,2013/11/30, 195755
 1049,2013/11/29, 181439
 1049,2013/11/28, 191390
 1049,2013/11/27, 250246
 1049,2013/11/26, 298381
 1049,2013/11/25, 277646
 1049,2013/11/24, 284570
 1049,2013/11/23, 276670
 1049,2013/11/22, 273900
 1049,2013/11/21, 276284
 1049,2013/11/20, 256625
 1049,2013/11/19, 255658
 1049,2013/11/18, 251011
 1049,2013/11/17, 244995
 1049,2013/11/16, 239084
 1049,2013/11/15, 242768
 1049,2013/11/14, 261643
 1049,2013/11/13, 260773
 1049,2013/11/12, 265138
 1049,2013/11/11, 251708
 1049,2013/11/10, 274233
 1049,2013/11/09, 261252
 1049,2013/11/08, 281674
 1049,2013/11/07, 280944
 1049,2013/11/06, 269569
 1049,2013/11/05, 302346
 1049,2013/11/04, 273965
 1049,2013/11/03, 279253
 1049,2013/11/02, 278154
 1049,2013/11/01, 260413
 1049,2013/10/31, 321386
 1049,2013/10/30, 291258
 1049,2013/10/29, 301963
 1049,2013/10/28, 279526
 1049,2013/10/27, 278282
 1049,2013/10/26, 261329
 1049,2013/10/25, 233245
 1049,2013/10/24, 226777
 1049,2013/10/23, 233785
 1049,2013/10/22, 223815
 1049,2013/10/21, 229748
 1049,2013/10/20, 232438
 1049,2013/10/19, 246886
 1049,2013/10/18, 255578
 1049,2013/10/17, 328580
 1049,2013/10/16, 344364
 1049,2013/10/15, 340018
 1049,2013/10/14, 327932
 1049,2013/10/13, 283350
 1049,2013/10/12, 260300
 1049,2013/10/11, 281455
 1049,2013/10/10, 302713
 1049,2013/10/09, 268947
 1049,2013/10/08, 319547
 1049,2013/10/07, 227642
 1049,2013/10/06, 324347
 1049,2013/10/05, 299813
 1049,2013/10/04, 298031
 1049,2013/10/03, 288543
 1049,2013/10/02, 308985
 1049,2013/10/01, 301062
 1050,2013/10/19, 1
 1052,2013/11/08, 1
 1055,2013/11/30, 194746
 1055,2013/11/29, 337910
 1055,2013/11/28, 246229
 1055,2013/11/27, 249617
 1055,2013/11/26, 289717
 1055,2013/11/25, 197167
 1055,2013/11/24, 207703
 1055,2013/11/23, 299982
 1055,2013/11/22, 412406
 1055,2013/11/21, 194854
 1055,2013/11/20, 245499
 1055,2013/11/19, 206387
 1055,2013/11/18, 230189
 1055,2013/11/17, 192951
 1055,2013/11/16, 217013
 1055,2013/11/15, 219012
 1055,2013/11/14, 240219
 1055,2013/11/13, 245732
 1055,2013/11/12, 79623
 1055,2013/11/11, 182995
 1055,2013/11/10, 192197
 1055,2013/11/09, 232581
 1055,2013/11/08, 225200
 1055,2013/11/07, 223946
 1055,2013/11/06, 217564
 1055,2013/11/05, 206949
 1055,2013/11/04, 202691
 1055,2013/11/03, 204600
 1055,2013/11/02, 208604
 1055,2013/11/01, 261907
 1055,2013/10/31, 283415
 1055,2013/10/30, 272702
 1055,2013/10/29, 273552
 1055,2013/10/28, 207232
 1055,2013/10/27, 180504
 1055,2013/10/26, 206738
 1055,2013/10/25, 304389
 1055,2013/10/24, 239183
 1055,2013/10/23, 200167
 1055,2013/10/22, 206325
 1055,2013/10/21, 198104
 1055,2013/10/20, 173620
 1055,2013/10/19, 202388
 1055,2013/10/18, 202563
 1055,2013/10/17, 191918
 1055,2013/10/16, 192955
 1055,2013/10/15, 255091
 1055,2013/10/14, 206849
 1055,2013/10/13, 184201
 1055,2013/10/12, 189879
 1055,2013/10/11, 193919
 1055,2013/10/10, 208104
 1055,2013/10/09, 203759
 1055,2013/10/08, 226990
 1055,2013/10/07, 215929
 1055,2013/10/06, 222197
 1055,2013/10/05, 213382
 1055,2013/10/04, 212248
 1055,2013/10/03, 216909
 1055,2013/10/02, 214217
 1055,2013/10/01, 210808
 1056,2013/11/06, 1
 1056,2013/10/02, 1
 1057,2013/10/15, 1
 1059,2013/11/30, 22554
 1059,2013/11/29, 32762
 1059,2013/11/28, 32622
 1059,2013/11/27, 34359
 1059,2013/11/26, 34514
 1059,2013/11/25, 31968
 1059,2013/11/24, 16686
 1059,2013/11/23, 32380
 1059,2013/11/22, 49667
 1059,2013/11/21, 56247
 1059,2013/11/20, 41061
 1059,2013/11/19, 31414
 1059,2013/11/18, 48895
 1059,2013/11/17, 17406
 1059,2013/11/16, 18833
 1059,2013/11/15, 31081
 1059,2013/11/14, 29617
 1059,2013/11/13, 33271
 1059,2013/11/12, 25878
 1059,2013/11/11, 28651
 1059,2013/11/10, 15390
 1059,2013/11/09, 20289
 1059,2013/11/08, 28668
 1059,2013/11/07, 32388
 1059,2013/11/06, 34202
 1059,2013/11/05, 34332
 1059,2013/11/04, 34482
 1059,2013/11/03, 22331
 1059,2013/11/02, 23799
 1059,2013/11/01, 33697
 1059,2013/10/31, 42098
 1059,2013/10/30, 32756
 1059,2013/10/29, 33648
 1059,2013/10/28, 33411
 1059,2013/10/27, 17750
 1059,2013/10/26, 24737
 1059,2013/10/25, 39471
 1059,2013/10/24, 35735
 1059,2013/10/23, 40329
 1059,2013/10/22, 37980
 1059,2013/10/21, 43640
 1059,2013/10/20, 15433
 1059,2013/10/19, 17416
 1059,2013/10/18, 33747
 1059,2013/10/17, 36022
 1059,2013/10/16, 40226
 1059,2013/10/15, 32455
 1059,2013/10/14, 42418
 1059,2013/10/13, 19412
 1059,2013/10/12, 36955
 1059,2013/10/11, 36108
 1059,2013/10/10, 36222
 1059,2013/10/09, 44807
 1059,2013/10/08, 54358
 1059,2013/10/07, 27268
 1059,2013/10/06, 22909
 1059,2013/10/05, 22244
 1059,2013/10/04, 24576
 1059,2013/10/03, 18683
 1059,2013/10/02, 16068
 1059,2013/10/01, 16800
 1064,2013/11/30, 3337691
 1064,2013/11/29, 3174248
 1064,2013/11/28, 3107778
 1064,2013/11/27, 3349241
 1064,2013/11/26, 3281970
 1064,2013/11/25, 3448340
 1064,2013/11/24, 3481763
 1064,2013/11/23, 3550716
 1064,2013/11/22, 3314560
 1064,2013/11/21, 3323200
 1064,2013/11/20, 3249911
 1064,2013/11/19, 3502134
 1064,2013/11/18, 3531138
 1064,2013/11/17, 3574867
 1064,2013/11/16, 2697746
 1064,2013/11/15, 2995863
 1064,2013/11/14, 1267650
 1064,2013/11/13, 822490
 1064,2013/11/12, 875238
 1064,2013/11/11, 904849
 1064,2013/11/10, 817258
 1064,2013/11/09, 873576
 1064,2013/11/08, 841875
 1064,2013/11/07, 787009
 1064,2013/11/06, 789570
 1064,2013/11/05, 838198
 1064,2013/11/04, 857119
 1064,2013/11/03, 712447
 1064,2013/11/02, 708801
 1064,2013/11/01, 726358
 1064,2013/10/31, 1019289
 1064,2013/10/30, 803597
 1064,2013/10/29, 801349
 1064,2013/10/28, 823106
 1064,2013/10/27, 679236
 1064,2013/10/26, 698565
 1064,2013/10/25, 762807
 1064,2013/10/24, 773933
 1064,2013/10/23, 810009
 1064,2013/10/22, 835057
 1064,2013/10/21, 853529
 1064,2013/10/20, 682770
 1064,2013/10/19, 690003
 1064,2013/10/18, 798833
 1064,2013/10/17, 786659
 1064,2013/10/16, 784019
 1064,2013/10/15, 851177
 1064,2013/10/14, 849329
 1064,2013/10/13, 653734
 1064,2013/10/12, 724692
 1064,2013/10/11, 790561
 1064,2013/10/10, 820271
 1064,2013/10/09, 821211
 1064,2013/10/08, 825694
 1064,2013/10/07, 736383
 1064,2013/10/06, 641712
 1064,2013/10/05, 642521
 1064,2013/10/04, 649983
 1064,2013/10/03, 679633
 1064,2013/10/02, 679893
 1064,2013/10/01, 797671
 1068,2013/10/10, 1
 1070,2013/11/30, 1023085
 1070,2013/11/29, 1381170
 1070,2013/11/28, 1332393
 1070,2013/11/27, 1639296
 1070,2013/11/26, 1918336
 1070,2013/11/25, 1494234
 1070,2013/11/24, 907974
 1070,2013/11/23, 1191412
 1070,2013/11/22, 1813908
 1070,2013/11/21, 1420312
 1070,2013/11/20, 1491634
 1070,2013/11/19, 2230185
 1070,2013/11/18, 1746611
 1070,2013/11/17, 608528
 1070,2013/11/16, 630837
 1070,2013/11/15, 1198384
 1070,2013/11/14, 1314453
 1070,2013/11/13, 1351305
 1070,2013/11/12, 1338253
 1070,2013/11/11, 1156285
 1070,2013/11/10, 604355
 1070,2013/11/09, 822974
 1070,2013/11/08, 1226697
 1070,2013/11/07, 1230424
 1070,2013/11/06, 1305339
 1070,2013/11/05, 1405635
 1070,2013/11/04, 1227289
 1070,2013/11/03, 594162
 1070,2013/11/02, 640771
 1070,2013/11/01, 1198180
 1070,2013/10/31, 1779321
 1070,2013/10/30, 1351553
 1070,2013/10/29, 1413649
 1070,2013/10/28, 1130303
 1070,2013/10/27, 515500
 1070,2013/10/26, 625160
 1070,2013/10/25, 1478229
 1070,2013/10/24, 1422604
 1070,2013/10/23, 1475483
 1070,2013/10/22, 1743367
 1070,2013/10/21, 1508694
 1070,2013/10/20, 587579
 1070,2013/10/19, 913446
 1070,2013/10/18, 1149413
 1070,2013/10/17, 1495813
 1070,2013/10/16, 1437804
 1070,2013/10/15, 1368214
 1070,2013/10/14, 1390218
 1070,2013/10/13, 712976
 1070,2013/10/12, 1665995
 1070,2013/10/11, 1758820
 1070,2013/10/10, 1463198
 1070,2013/10/09, 1160805
 1070,2013/10/08, 1451801
 1070,2013/10/07, 1023995
 1070,2013/10/06, 797596
 1070,2013/10/05, 923290
 1070,2013/10/04, 800070
 1070,2013/10/03, 603449
 1070,2013/10/02, 575520
 1070,2013/10/01, 634952
 1071,2013/11/30, 1
 1073,2013/11/30, 3657752
 1073,2013/11/29, 5169119
 1073,2013/11/28, 4404357
 1073,2013/11/27, 3201512
 1073,2013/11/26, 5318287
 1073,2013/11/25, 4674875
 1073,2013/11/24, 3075358
 1073,2013/11/23, 5251510
 1073,2013/11/22, 5590423
 1073,2013/11/21, 2856225
 1073,2013/11/20, 1668135
 1073,2013/11/19, 1764343
 1073,2013/11/18, 1669987
 1073,2013/11/17, 1713594
 1073,2013/11/16, 1727661
 1073,2013/11/15, 2023186
 1073,2013/11/14, 1889607
 1073,2013/11/13, 1853887
 1073,2013/11/12, 1599646
 1073,2013/11/11, 1594088
 1073,2013/11/10, 1472934
 1073,2013/11/09, 1443510
 1073,2013/11/08, 1879242
 1073,2013/11/07, 1595313
 1073,2013/11/06, 1791702
 1073,2013/11/05, 1832682
 1073,2013/11/04, 1536254
 1073,2013/11/03, 1627275
 1073,2013/11/02, 1624366
 1073,2013/11/01, 1667111
 1073,2013/10/31, 1273445
 1073,2013/10/30, 1995443
 1073,2013/10/29, 2069001
 1073,2013/10/28, 2063199
 1073,2013/10/27, 1851733
 1073,2013/10/26, 1839482
 1073,2013/10/25, 2039042
 1073,2013/10/24, 2011924
 1073,2013/10/23, 3052012
 1073,2013/10/22, 2832956
 1073,2013/10/21, 2891720
 1073,2013/10/20, 1857325
 1073,2013/10/19, 1868891
 1073,2013/10/18, 1893210
 1073,2013/10/17, 2033929
 1073,2013/10/16, 2557338
 1073,2013/10/15, 2234890
 1073,2013/10/14, 2012853
 1073,2013/10/13, 1835837
 1073,2013/10/12, 2174620
 1073,2013/10/11, 1907314
 1073,2013/10/10, 1986674
 1073,2013/10/09, 2478982
 1073,2013/10/08, 3603768
 1073,2013/10/07, 2271061
 1073,2013/10/06, 2022980
 1073,2013/10/05, 1948654
 1073,2013/10/04, 2044521
 1073,2013/10/03, 2113313
 1073,2013/10/02, 2190099
 1073,2013/10/01, 2248013
 1075,2013/11/29, 3
 1075,2013/11/28, 1
 1075,2013/11/27, 1
 1075,2013/11/24, 1
 1075,2013/11/23, 1
 1075,2013/11/21, 1
 1075,2013/11/20, 1
 1075,2013/11/18, 1
 1075,2013/11/12, 1
 1075,2013/11/10, 1
 1075,2013/11/08, 1
 1075,2013/11/07, 3
 1075,2013/11/05, 1
 1075,2013/11/03, 1
 1075,2013/10/29, 2
 1075,2013/10/27, 1
 1075,2013/10/13, 4
 1075,2013/10/11, 2
 1075,2013/10/06, 1
 1076,2013/11/28, 1
 1076,2013/10/14, 1
 1076,2013/10/02, 1
 1077,2013/11/30, 307549
 1077,2013/11/29, 266109
 1077,2013/11/28, 150410
 1077,2013/11/27, 185734
 1077,2013/11/26, 225052
 1077,2013/11/25, 221651
 1077,2013/11/24, 271957
 1077,2013/11/23, 427150
 1077,2013/11/22, 343864
 1077,2013/11/21, 290164
 1077,2013/11/20, 223852
 1077,2013/11/19, 220981
 1077,2013/11/18, 215677
 1077,2013/11/17, 250348
 1077,2013/11/16, 287503
 1077,2013/11/15, 229166
 1077,2013/11/14, 204116
 1077,2013/11/13, 229604
 1077,2013/11/12, 236867
 1077,2013/11/11, 198133
 1077,2013/11/10, 259544
 1077,2013/11/09, 269516
 1077,2013/11/08, 190987
 1077,2013/11/07, 217047
 1077,2013/11/06, 238384
 1077,2013/11/05, 252958
 1077,2013/11/04, 295551
 1077,2013/11/03, 328885
 1077,2013/11/02, 353470
 1077,2013/11/01, 363500
 1077,2013/10/31, 398681
 1077,2013/10/30, 285812
 1077,2013/10/29, 301149
 1077,2013/10/28, 333223
 1077,2013/10/27, 328880
 1077,2013/10/26, 353294
 1077,2013/10/25, 307805
 1077,2013/10/24, 261973
 1077,2013/10/23, 260513
 1077,2013/10/22, 282753
 1077,2013/10/21, 378756
 1077,2013/10/20, 309520
 1077,2013/10/19, 83027
 1077,2013/10/18, 206857
 1077,2013/10/17, 248
 1077,2013/10/16, 476
 1077,2013/10/15, 424
 1077,2013/10/14, 3667
 1077,2013/10/13, 151529
 1077,2013/10/12, 500987
 1077,2013/10/11, 459191
 1077,2013/10/10, 471407
 1077,2013/10/09, 398892
 1077,2013/10/08, 430374
 1077,2013/10/07, 289828
 1077,2013/10/06, 291288
 1077,2013/10/05, 290538
 1077,2013/10/04, 293985
 1077,2013/10/03, 312973
 1077,2013/10/02, 304066
 1077,2013/10/01, 310100
 1078,2013/11/29, 1
 1078,2013/11/24, 1
 1078,2013/11/06, 1
 1078,2013/10/21, 1
 1078,2013/10/05, 2
 1081,2013/11/30, 389
 1081,2013/11/29, 445
 1081,2013/11/28, 507
 1081,2013/11/27, 878
 1081,2013/11/26, 881
 1081,2013/11/25, 823
 1081,2013/11/24, 449
 1081,2013/11/23, 546
 1081,2013/11/22, 848
